Beschreibung;Typ;Registertyp lesen;Registertyp schreiben;rw;Adresse;Register;Multiplikator;Unit;Min;Max;Inc;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
Boiler 1 Energiesparmodus;WAHL;3;;rw;21770;21771;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Boiler 1 Energiesparmodus nach der Dauer;INT;3;;rw;21775;21776;;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
"Boiler 1 maximale Pumpenlaufzeit bei Boilerladung
(0=deaktiviert)";INT;3;;rw;20843;20844;;h;0;20;1;;;;;;;;;;;;;;;;;;;;;
Boiler 2 ;WAHL;3;;rw;20844;20845;;;;;;Nicht vorhanden;Vorhanden;Loxone/Modbus;;;;;;;;;;;;;;;;;;
Boiler 2 Boilertemperatur Schaltdifferenz;INT;3;;rw;20845;20846;;°C;1;40;1;;;;;;;;;;;;;;;;;;;;;
Boiler 2 Boilertemperatur Minimum;INT;3;;rw;20846;20847;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Boiler 2 Legionellenschutz;WAHL;3;;rw;20847;20848;;(0) Aus;(1) Ein;;;;;;;;;;;;;;;;;;;;;;;
Boiler 2 Legionellenschutz Solltemperatur;INT;3;;rw;20848;20849;;°C;10;75;1;;;;;;;;;;;;;;;;;;;;;
Boiler 2 Legionellenschutz Wochenprogramm;WPROG;3;;rw;20849;20850;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler 2 Fernleitungspumpe;WAHL;3;;rw;20854;20855;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Boiler 2 Zirkulationspumpe;WAHL;3;;rw;20855;20856;;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
Boiler 2 Zirkulationspumpe Laufzeit;INT;3;;rw;20856;20857;;Sek;10;900;10;;;;;;;;;;;;;;;;;;;;;
Boiler 2 Zirkulationspumpe Stillstandszeit;INT;3;;rw;20857;20858;;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
Boiler 2 Zirkulationspumpe starten;WAHL;3;;rw;23443;23444;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Boiler 2 Energiesparmodus;WAHL;3;;rw;21771;21772;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Boiler 2 Energiesparmodus nach der Dauer;INT;3;;rw;21776;21777;;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
"Boiler 2 maximale Pumpenlaufzeit bei Boilerladung
(0=deaktiviert)";INT;3;;rw;20858;20859;;h;0;20;1;;;;;;;;;;;;;;;;;;;;;
Boiler 3 ;WAHL;3;;rw;20859;20860;;;;;;Nicht vorhanden;Vorhanden;Loxone/Modbus;;;;;;;;;;;;;;;;;;
Boiler 3 Boilertemperatur Schaltdifferenz;INT;3;;rw;20860;20861;;°C;1;40;1;;;;;;;;;;;;;;;;;;;;;
Boiler 3 Boilertemperatur Minimum;INT;3;;rw;20861;20862;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Boiler 3 Legionellenschutz;WAHL;3;;rw;20862;20863;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Boiler 3 Legionellenschutz Solltemperatur;INT;3;;rw;20863;20864;;°C;10;75;1;;;;;;;;;;;;;;;;;;;;;
Boiler 3 Legionellenschutz Wochenprogramm;WPROG;3;;rw;20864;20865;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler 3 Fernleitungspumpe;WAHL;3;;rw;20869;20870;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Boiler 3 Zirkulationspumpe;WAHL;3;;rw;20870;20871;;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
Boiler 3 Zirkulationspumpe Laufzeit;INT;3;;rw;20871;20872;;Sek;10;900;10;;;;;;;;;;;;;;;;;;;;;
Boiler 3 Zirkulationspumpe Stillstandszeit;INT;3;;rw;20872;20873;;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
Boiler 3 Zirkulationspumpe starten;WAHL;3;;rw;23444;23445;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Boiler 3 Energiesparmodus;WAHL;3;;rw;21772;21773;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Boiler 3 Energiesparmodus nach der Dauer;INT;3;;rw;21777;21778;;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
"Boiler 3 maximale Pumpenlaufzeit bei Boilerladung
(0=deaktiviert)";INT;3;;rw;20873;20874;;h;0;20;1;;;;;;;;;;;;;;;;;;;;;
Boiler A ;WAHL;3;;rw;20814;20815;;;;;;Nicht vorhanden;Vorhanden;Loxone/Modbus;;;;;;;;;;;;;;;;;;
Boiler A Boilertemperatur Schaltdifferenz;INT;3;;rw;20815;20816;;°C;1;40;1;;;;;;;;;;;;;;;;;;;;;
Boiler A Boilertemperatur Minimum;INT;3;;rw;20816;20817;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Boiler A Legionellenschutz;WAHL;3;;rw;20817;20818;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Boiler A Legionellenschutz Solltemperatur;INT;3;;rw;20818;20819;;°C;10;75;1;;;;;;;;;;;;;;;;;;;;;
Boiler A Legionellenschutz Wochenprogramm;WPROG;3;;rw;20819;20820;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler A Fernleitungspumpe;WAHL;3;;rw;20824;20825;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Boiler A Zirkulationspumpe;WAHL;3;;rw;20825;20826;;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
Boiler A Zirkulationspumpe Laufzeit;INT;3;;rw;20826;20827;;Sek;10;900;10;;;;;;;;;;;;;;;;;;;;;
Boiler A Zirkulationspumpe Stillstandszeit;INT;3;;rw;20827;20828;;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
Boiler A Zirkulationspumpe starten;WAHL;3;;rw;23441;23442;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Boiler A Energiesparmodus;WAHL;3;;rw;21769;21770;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Boiler A Energiesparmodus nach der Dauer;INT;3;;rw;21774;21775;;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
"Boiler A maximale Pumpenlaufzeit bei Boilerladung
(0=deaktiviert)";INT;3;;rw;20828;20829;;h;0;20;1;;;;;;;;;;;;;;;;;;;;;
Boiler B ;WAHL;3;;rw;20874;20875;;;;;;Nicht vorhanden;Vorhanden;Loxone/Modbus;;;;;;;;;;;;;;;;;;
Boiler B Boilertemperatur Schaltdifferenz;INT;3;;rw;20875;20876;;°C;1;40;1;;;;;;;;;;;;;;;;;;;;;
Boiler B Boilertemperatur Minimum;INT;3;;rw;20876;20877;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Boiler B Legionellenschutz;WAHL;3;;rw;20877;20878;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Boiler B Legionellenschutz Solltemperatur;INT;3;;rw;20878;20879;;°C;10;75;1;;;;;;;;;;;;;;;;;;;;;
Boiler B Legionellenschutz Wochenprogramm;WPROG;3;;rw;20879;20880;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler B Fernleitungspumpe;WAHL;3;;rw;20884;20885;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Boiler B Zirkulationspumpe;WAHL;3;;rw;20885;20886;;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
Boiler B Zirkulationspumpe Laufzeit;INT;3;;rw;20886;20887;;Sek;10;900;10;;;;;;;;;;;;;;;;;;;;;
Boiler B Zirkulationspumpe Stillstandszeit;INT;3;;rw;20887;20888;;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
Boiler B Zirkulationspumpe starten;WAHL;3;;rw;23445;23446;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Boiler B Energiesparmodus;WAHL;3;;rw;21773;21774;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Boiler B Energiesparmodus nach der Dauer;INT;3;;rw;21778;21779;;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
"Boiler B maximale Pumpenlaufzeit bei Boilerladung
(0=deaktiviert)";INT;3;;rw;20888;20889;;h;0;20;1;;;;;;;;;;;;;;;;;;;;;
 Boilervorrangautomatik;WAHL;3;;rw;20889;20890;;;;;;Ein;Aus;;;;;;;;;;;;;;;;;;;
Freigabe Boilertemperatur Minimum ;TPROG;3;;rw;20890;20891;;;;;;;;;;;;;;;;;;;;;;;;;;
 Hydraulikschema Nano;WAHL;3;;rw;21882;21883;;;;;;alt;neu;;;;;;;;;;;;;;;;;;;
Frischwasserstation Info Puffertemperatur unterschritten;WAHL;3;;rw;21156;21157;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
 Puffervorrangautomatik (für FWS);WAHL;3;;rw;23300;23301;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
 Kaskade FWS;BITFIELD;3;;rw;23385;23386;;;;;;;;;;;;;;;;;;;;;;;;;;
 Zuschaltung ab;INT;3;;rw;21158;21159;;%;50;100;5;;;;;;;;;;;;;;;;;;;;;
 Zeitverzögerung Zuschaltung;FLOAT;3;;rw;21159;21160;;Sek;0.00;5.00;0.10;;;;;;;;;;;;;;;;;;;;;
 Abschaltung ab;INT;3;;rw;21161;21162;;%;5;50;5;;;;;;;;;;;;;;;;;;;;;
 Frischwasserstation Kaskade Master;INT;3;;rw;21162;21163;;;0;3;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 1 ;WAHL;3;;rw;21151;21152;;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
Frischwasserstation 1 Pufferladung Starten;WAHL;3;;rw;21154;21155;;;;;;Fühler FWS;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Frischwasserstation 1 Puffer-Mindesttemperatur;INT;3;;rw;21155;21156;;°C;0;100;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 1 Zirkulationspumpe;WAHL;3;;rw;21163;21164;;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
Frischwasserstation 1 FWS Zirkulationspumpe Laufzeit;INT;3;;rw;21164;21165;;Min;5;60;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 1 FWS Zirkulationspumpe Stillstandszeit;INT;3;;rw;21165;21166;;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 1 Durchfluss Zirkulationspumpe;FLOAT;3;;rw;21166;21167;;l/min;0.00;50.00;0.00;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 1 FWS Zirkulationspumpe starten;WAHL;3;;rw;23452;23453;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Frischwasserstation 1 FWS Zirkulationspumpe Unterschreitung Auslauf-Solltemperatur;INT;3;;rw;24073;24074;;°C;0;10;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 1 Schüttleistung;WAHL;3;;rw;21168;21169;;;;;;FWS 35 / HWS320;FWS 50;;;;;;;;;;;;;;;;;;;
Frischwasserstation 1 Position Vorlauffühler;WAHL;3;;rw;21169;21170;;;;;;Puffer;Wärmetauscher;;;;;;;;;;;;;;;;;;;
Frischwasserstation 2 ;WAHL;3;;rw;23382;23383;;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
Frischwasserstation 2 Pufferladung Starten;WAHL;3;;rw;23967;23968;;;;;;Fühler FWS;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Frischwasserstation 2 Puffer-Mindesttemperatur;INT;3;;rw;23968;23969;;°C;0;100;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 2 Zirkulationspumpe;WAHL;3;;rw;21172;21173;;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
Frischwasserstation 2 FWS Zirkulationspumpe Laufzeit;INT;3;;rw;21173;21174;;Min;5;60;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 2 FWS Zirkulationspumpe Stillstandszeit;INT;3;;rw;21174;21175;;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 2 Durchfluss Zirkulationspumpe;FLOAT;3;;rw;21175;21176;;l/min;0.00;50.00;0.00;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 2 FWS Zirkulationspumpe starten;WAHL;3;;rw;23453;23454;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Frischwasserstation 2 FWS Zirkulationspumpe Unterschreitung Auslauf-Solltemperatur;INT;3;;rw;24074;24075;;°C;0;10;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 2 Schüttleistung;WAHL;3;;rw;21177;21178;;;;;;FWS 35 / HWS320;FWS 50;;;;;;;;;;;;;;;;;;;
Frischwasserstation 2 Position Vorlauffühler;WAHL;3;;rw;21178;21179;;;;;;Puffer;Wärmetauscher;;;;;;;;;;;;;;;;;;;
Frischwasserstation 3 ;WAHL;3;;rw;23383;23384;;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
Frischwasserstation 3 Pufferladung Starten;WAHL;3;;rw;23969;23970;;;;;;Fühler FWS;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Frischwasserstation 3 Puffer-Mindesttemperatur;INT;3;;rw;23970;23971;;°C;0;100;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 3 Zirkulationspumpe;WAHL;3;;rw;21181;21182;;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
Frischwasserstation 3 FWS Zirkulationspumpe Laufzeit;INT;3;;rw;21182;21183;;Min;5;60;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 3 FWS Zirkulationspumpe Stillstandszeit;INT;3;;rw;21183;21184;;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 3 Durchfluss Zirkulationspumpe;FLOAT;3;;rw;21184;21185;;l/min;0.00;50.00;0.00;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 3 FWS Zirkulationspumpe starten;WAHL;3;;rw;23454;23455;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Frischwasserstation 3 FWS Zirkulationspumpe Unterschreitung Auslauf-Solltemperatur;INT;3;;rw;24075;24076;;°C;0;10;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 3 Schüttleistung;WAHL;3;;rw;21186;21187;;;;;;FWS 35 / HWS320;FWS 50;;;;;;;;;;;;;;;;;;;
Frischwasserstation 3 Position Vorlauffühler;WAHL;3;;rw;21187;21188;;;;;;Puffer;Wärmetauscher;;;;;;;;;;;;;;;;;;;
Frischwasserstation 4 ;WAHL;3;;rw;23384;23385;;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
Frischwasserstation 4 Pufferladung Starten;WAHL;3;;rw;23971;23972;;;;;;Fühler FWS;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Frischwasserstation 4 Puffer-Mindesttemperatur;INT;3;;rw;23972;23973;;°C;0;100;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 4 Zirkulationspumpe;WAHL;3;;rw;21190;21191;;;;;;Nicht vorhanden;Vorhanden;"Dauerphase
(selbstlernende Pumpe)";;;;;;;;;;;;;;;;;;
Frischwasserstation 4 FWS Zirkulationspumpe Laufzeit;INT;3;;rw;21191;21192;;Min;5;60;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 4 FWS Zirkulationspumpe Stillstandszeit;INT;3;;rw;21192;21193;;Min;1;60;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 4 Durchfluss Zirkulationspumpe;FLOAT;3;;rw;21193;21194;;l/min;0.00;50.00;0.00;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 4 FWS Zirkulationspumpe starten;WAHL;3;;rw;23455;23456;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Frischwasserstation 4 FWS Zirkulationspumpe Unterschreitung Auslauf-Solltemperatur;INT;3;;rw;24076;24077;;°C;0;10;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 4 Schüttleistung;WAHL;3;;rw;21195;21196;;;;;;FWS 35 / HWS320;FWS 50;;;;;;;;;;;;;;;;;;;
Frischwasserstation 4 Position Vorlauffühler;WAHL;3;;rw;21196;21197;;;;;;Puffer;Wärmetauscher;;;;;;;;;;;;;;;;;;;
Rücklaufanhebung Rücklaufanhebung;WAHL;3;;rw;21593;21594;;;;;;Nicht vorhanden;Bypasspumpe;Kesselzirkulationspumpe;RL-Mischer+FLP 1;RL-Mischer+Pufferp.;RL-Mischer+RL-Pumpe;;;;;;;;;;;;;;;
Rücklaufmischer Mischerlaufzeit;INT;3;;rw;21594;21595;;;;;;Sek;10;300;5;;;;;;;;;;;;;;;;;
Bypasspumpe Bypasspumpe;WAHL;3;;rw;21864;21865;;;;;;Standard;Hocheffizienz;;;;;;;;;;;;;;;;;;;
Zentralpuffer Zentralpuffer;WAHL;3;;rw;20894;20895;;;;;;Nicht vorhanden;Puffer mit HKV;Puffer mit 1F;Puffer mit 2F;Puffer mit 3F;Puffer mit 5F;;;;;;;;;;;;;;;
Zentralpuffer Zentralpuffer Ladung automatisch;WAHL;3;;rw;21779;21780;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Zentralpuffer Zentralpuffer Volumen;INT32;3;;rw;21199;21200;;l;0;100000;1;;;;;;;;;;;;;;;;;;;;;
Pufferladung Zentralpuffer Anzeige Füllgrad;WAHL;3;;rw;21201;21202;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Zentralpuffer Auswahl Boiler am Zentralpuffer;WAHL;3;;rw;20895;20896;;;;;;"Puffer/Boiler
intern";"Puffer/Boiler
extern";"Puffer/
Frischwasserstation";;;;;;;;;;;;;;;;;;
Zentralpuffer Fühlerauswahl Zentralpuffer;WAHL;3;;rw;20896;20897;;;;;;Pufferfühler Kessel;Pufferfühler HKM 1;Pufferfühler HKM 2;;;;;;;;;;;;;;;;;;
Pufferladung Zentralpuffer interner Boiler;WAHL;3;;rw;21202;21203;;;;;;Boiler A;Boiler 1;Boiler 2;Boiler 3;Boiler B;;;;;;;;;;;;;;;;
Zentralpuffer Auswahl Ausgang für Pumpen / Zonenventil Zentralpuffer;WAHL;3;;rw;23973;23974;;;;;;Störungslampe;;;;;;;;;;;;;;;;;;;;
Zentralpuffer Zentralpufferladung beenden bei Temperatur;INT;3;;rw;20899;20900;;°C;20;80;1;;;;;;;;;;;;;;;;;;;;;
Zentralpuffer Zentralpufferladung beenden bei Temperatur;INT;3;;rw;21865;21866;;°C;20;80;1;;;;;;;;;;;;;;;;;;;;;
"Zentralpuffer minimale Kessel-Solltemperatur
bei Pufferladung";INT;3;;rw;20900;20901;;°C;48;85;1;;;;;;;;;;;;;;;;;;;;;
Zentralpuffer Fühler für Beenden der Zentralpufferladung (auf Grund Warmwasserbereitung, Solar, Fremdwärmebetrieb):;WAHL;3;;rw;20901;20902;;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;Boilerfühler;;;;;;;;;;;;;;;
Zentralpuffer Puffer-Mindesttemperatur (Fühler oben);INT;3;;rw;20902;20903;;°C;0;60;1;;;;;;;;;;;;;;;;;;;;;
Zentralpuffer Tagesuhr Zentralpuffer Mindesttemp.;TPROG;3;;rw;21204;21205;;;;;;;;;;;;;;;;;;;;;;;;;;
Zentralpuffer Leistungsreduktion bei Füllgrad über;INT;3;;rw;21597;21598;;%;65;100;1;;;;;;;;;;;;;;;;;;;;;
Zentralpuffer Fehlererkennung Pufferfühler unten nach (0=deaktiviert);INT;3;;rw;21598;21599;;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
Zentralpuffer Wiederaufnahme Leistungsbrand bei Pufferbefüllgrad unter (100=inaktiv);INT;3;;rw;24350;24351;;%;0;100;1;;;;;;;;;;;;;;;;;;;;;
Wochenuhr Zwangsladung Zentralpuffer ;WPROG;3;;rw;21208;21209;;;;;;;;;;;;;;;;;;;;;;;;;;
Pufferzwangsladung Wochenuhr Keine Pufferzwangsladung bei Außentemperatur über;INT;3;;rw;21213;21214;;°C;-20;85;1;;;;;;;;;;;;;;;;;;;;;
Kesselleistung bei Pufferladung Kesselleistung bei Pufferladung;INT;3;;rw;23299;23300;;%;30;100;1;;;;;;;;;;;;;;;;;;;;;
Externer Heizkreis Solltemperatur;WAHL;3;;rw;20904;20905;;;;;;Einstellwert;Analog;;;;;;;;;;;;;;;;;;;
Externer Heizkreis Solltemperatur;INT;3;;rw;20905;20906;;°C;1;84;1;;;;;;;;;;;;;;;;;;;;;
Funktion Klemme 83 ;WAHL;3;;rw;21866;21867;;;;;;Störlampe;Externe Pumpe;Fernleitung 1;;;;;;;;;;;;;;;;;;
Externe Heizkreise an FLP ;WAHL;3;;rw;20906;20907;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Fremdwärme ;WAHL;3;;rw;20908;20909;;;;;;Nicht vorhanden;Öl/Gas;Festbrennstoff;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Zusatzpuffer HKM1;WAHL;3;;rw;23869;23870;;;;;;Nicht vorhanden;Puffer mit HKV;Puffer mit 1F;Puffer mit 2F;Puffer mit 3F;Puffer mit 5F;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Zusatzpuffer HKM1 Volumen;INT32;3;;rw;23876;23877;;l;0;100000;1;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Zusatzpuffer HKM1 Anzeige Füllgrad;WAHL;3;;rw;23881;23882;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Auswahl Boiler am Zusatzpuffer HKM1;WAHL;3;;rw;23884;23885;;;;;;"Puffer/Boiler
intern";"Puffer/Boiler
extern";;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Zusatzpuffer HKM1 Ladung beenden bei Temperatur;INT;3;;rw;23887;23888;;°C;20;80;1;;;;;;;;;;;;;;;;;;;;;
"Zusatzpuffer HKM1 minimale Wärmequelle-
Solltemperatur bei Pufferladung";INT;3;;rw;23890;23891;;°C;20;80;1;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Zusatzpuffer HKM1 Ladung bei jedem Kesselstart;WAHL;3;;rw;23894;23895;;;;;;Nein;Ja;Ja, wenn Anf. vorh.;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Zusatzpuffer HKM1 Fühler für Beenden der Ladung (auf Grund Warmwasserbereitung);WAHL;3;;rw;23897;23898;;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;Boilerfühler;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Puffer-Mindesttemperatur (Fühler oben);INT;3;;rw;23900;23901;;°C;0;90;1;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Zusatzpuffer HKM1 Tagesuhr Mindesttemp.;TPROG;3;;rw;23906;23907;;;;;;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Leistungsreduktion bei Füllgrad über;INT;3;;rw;23915;23916;;%;65;100;1;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Zusatzpuffer HKM1 Differenzregelung;WAHL;3;;rw;23872;23873;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Wochenuhr Zwangsladung Puffer HKM1;WPROG;3;;rw;23925;23926;;;;;;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Keine Pufferzwangsladung bei Außentemperatur über;INT;3;;rw;23936;23937;;°C;-20;85;1;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Kesselleistung bei Pufferladung;INT;3;;rw;23939;23940;;%;30;100;1;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Auswahl Ausgang für Pumpen / Zonenventil Zusatzpuffer HKM1;WAHL;3;;rw;23942;23943;;;;;;Nicht vorhanden;"Störungslampe
(Klemme-Nr. 35)";"Externe Pumpe 2
(Klemme-Nr. 36)";;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM1 Zusatzpuffer HKM1 an Fernleitung;WAHL;3;;rw;23945;23946;;;;;;Nein;Fernleitung 1;"geregelte 
Fernleitung 1";"geregelte 
Fernleitung 2";;;;;;;;;;;;;;;;;
Zusatzpuffer HKM2 Zusatzpuffer HKM2;WAHL;3;;rw;23870;23871;;;;;;Nicht vorhanden;Puffer mit HKV;Puffer mit 1F;Puffer mit 2F;Puffer mit 3F;Puffer mit 5F;;;;;;;;;;;;;;;
Zusatzpuffer HKM2 Zusatzpuffer HKM2 Volumen;INT32;3;;rw;23878;23879;;l;0;100000;1;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM2 Zusatzpuffer HKM2 Anzeige Füllgrad;WAHL;3;;rw;23882;23883;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM2 Auswahl Boiler am Zusatzpuffer HKM2;WAHL;3;;rw;23885;23886;;;;;;"Puffer/Boiler
intern";"Puffer/Boiler
extern";;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM2 Zusatzpuffer HKM2 Ladung beenden bei Temperatur;INT;3;;rw;23888;23889;;°C;20;80;1;;;;;;;;;;;;;;;;;;;;;
"Zusatzpuffer HKM2 minimale Wärmequelle-
Solltemperatur bei Pufferladung";INT;3;;rw;23891;23892;;°C;20;80;1;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM2 Zusatzpuffer HKM2 Ladung bei jedem Kesselstart;WAHL;3;;rw;23895;23896;;;;;;Nein;Ja;Ja, wenn Anf. vorh.;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM2 Zusatzpuffer HKM2 Fühler für Beenden der Ladung (auf Grund Warmwasserbereitung);WAHL;3;;rw;23898;23899;;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;Boilerfühler;;;;;;;;;;;;;;;
Zusatzpuffer HKM2 Puffer-Mindesttemperatur (Fühler oben);INT;3;;rw;23901;23902;;°C;0;90;1;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM2 Zusatzpuffer HKM2 Tagesuhr Mindesttemp.;TPROG;3;;rw;23910;23911;;;;;;;;;;;;;;;;;;;;;;;;;;
Zusatzpuffer HKM2 Leistungsreduktion bei Füllgrad über;INT;3;;rw;23916;23917;;%;65;100;1;;;;;;;;;;;;;;;;;;;;;
