Synonym;Kategorie;Gate;Gate-aktiv-bei;Basis;Beschreibung;Typ;Registertyp lesen;Registertyp schreiben;rw;Adresse;Register;Multiplikator;Unit;Min;Max;Inc;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
D25b;knx;;;;KNX alle Daten senden nach;INT;3;;rw;21224;21225;1;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
D25c;knx;;;;KNX geänderte Daten senden bei Wertänderung größer;FLOAT;3;;rw;23314;23315;1;;0.10;5.00;0.10;;;;;;;;;;;;;;;;;;;;;
D32;fernleitung;;;;geregelte Fernleitung 1 Geregelte Fernleitung Überhöhung;INT;3;;rw;20927;20928;1;°C;0;20;1;;;;;;;;;;;;;;;;;;;;;
D33;fernleitung;;;;geregelte Fernleitung 1 Mischerlaufzeit;INT;3;;rw;20928;20929;1;Sek;10;300;5;;;;;;;;;;;;;;;;;;;;;
D34;fernleitung;;;;geregelte Fernleitung 2 Geregelte Fernleitung Überhöhung;INT;3;;rw;21847;21848;1;°C;0;20;1;;;;;;;;;;;;;;;;;;;;;
D35;fernleitung;;;;geregelte Fernleitung 2 Mischerlaufzeit;INT;3;;rw;21848;21849;1;Sek;10;300;5;;;;;;;;;;;;;;;;;;;;;
D40;system;;;;Lagerstand;INT;3;;rw;21654;21655;1;;0;32000;1;;;;;;;;;;;;;;;;;;;;;
D40a;system;;;;Funktion Klemme 41/42;WAHL;3;;rw;21875;21876;1;;;;;Lagerraumschalter;externe Störung;externe Info;;;;;;;;;;;;;;;;;;
D40b;system;;;;Lagerraumschalter Startverhalten;WAHL;3;;rw;21793;21794;1;;;;;Automatisch;Manuell;;;;;;;;;;;;;;;;;;;
D42a;kessel;D4;1;1;Eingang externe Störung;WAHL;3;;rw;21226;21227;1;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
D44a;system;;;;Eingang externe Info;WAHL;3;;rw;21227;21228;1;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
D45;system;;;;Betriebsmeldeausgang;WAHL;3;;rw;21876;21877;1;;;;;Inaktiv;Klemme 78;Klemme 81;;;;;;;;;;;;;;;;;;
D46;system;;;;Ausgang Heizkreisventil;WAHL;3;;rw;21877;21878;1;;;;;Inaktiv;Klemme 78;Klemme 81;;;;;;;;;;;;;;;;;;
D50;kessel;D4;1;1;Manuelle Entaschung Kunde;WAHL;3;;rw;21803;21804;1;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
D51;kessel;D4;1;1;Kessel geplante Entaschung Kunde;WAHL;3;;rw;21804;21805;1;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
D65;system;;;;Störausgang;WAHL;3;;rw;21238;21239;1;;;;;Störung & Info;Störung;;;;;;;;;;;;;;;;;;;
D66;system;;;;HK/Boiler auf Standardseite;BITFIELD;3;;rw;21239;21240;1;;;;;;;;;;;;;;;;;;;;;;;;;
D71;kessel;D4;1;;Pumpe Ein bei Frostschutz;BITFIELD;3;;rw;21241;21242;1;;;;;;;;;;;;;;;;;;;;;;;;;
D72;kessel;D4;1;;Pumpe Ein bei Frostschutz;BITFIELD;3;;rw;21243;21244;1;;;;;;;;;;;;;;;;;;;;;;;;;
D73;kessel;D4;1;;Frostschutz Kesselfrostschutz wenn TK oder RL kleiner;INT;3;;rw;21245;21246;1;°C;-10;50;1;;;;;;;;;;;;;;;;;;;;;
D75;system;;;;Funktion Klemme 62/63;WAHL;3;;rw;21246;21247;1;;;;;ATW;externe Sperre;;;;;;;;;;;;;;;;;;;
D77;kessel;D4;1;;Kessel Systemdrucküberwachung;WAHL;3;;rw;21794;21795;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
D77a;kessel;D4;1;;Kessel Info wenn Wasserdruck unter (0=deaktiviert);FLOAT;3;;rw;21795;21796;1;bar;0.00;4.00;0.10;;;;;;;;;;;;;;;;;;;;;
D77b;kessel;D4;1;;Kessel Störung wenn Wasserdruck unter (0=deaktiviert);FLOAT;3;;rw;21797;21798;1;bar;0.00;4.00;0.10;;;;;;;;;;;;;;;;;;;;;
D77c;kessel;D4;1;;Kessel Info wenn Wasserdruck über (0=deaktiviert);FLOAT;3;;rw;21799;21800;1;bar;0.00;10.00;0.10;;;;;;;;;;;;;;;;;;;;;
D77d;kessel;D4;1;;Kessel Störung wenn Wasserdruck über (0=deaktiviert);FLOAT;3;;rw;21801;21802;1;bar;0.00;10.00;0.10;;;;;;;;;;;;;;;;;;;;;
D80;fremdwaerme;C9;1,2;;Zentralpuffer Solar/Fremdwärmebetrieb;WAHL;3;;rw;22873;22874;1;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
D80a;zentralpuffer;D80;1;;Zentralpuffer Solar/Fremdwärmebetrieb;TPROG;3;16;rw;23387;23388;1;;;;;;;;;;;;;;;;;;;;;;;;;
D80b;zentralpuffer;D80;1;;Zentralpuffer Heizkreisunterschreitung;INT;3;;rw;23324;23325;1;°C;0;20;1;;;;;;;;;;;;;;;;;;;;;
D80c;zentralpuffer;D80;1;;Zentralpuffer Max. Anzahl der Leistungsbrände (<30 Min) bis zur Puffer Durchladung (0=deaktiviert);INT;3;;rw;23406;23407;1;;0;20;1;;;;;;;;;;;;;;;;;;;;;
D80d;zentralpuffer;D80;1;;Zentralpuffer Solar/Fremdwärmebetrieb aktivieren;WAHL;3;;rw;23405;23406;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
D82;fremdwaerme;C9;1,2;;Zusatzpuffer HKM1 Solar/Fremdwärmebetrieb;WAHL;3;;rw;24274;24275;1;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
D82a;zusatzpuffer_hkm1;D82;1;;Zusatzpuffer HKM1 Solar/Fremdwärmebetrieb;TPROG;3;16;rw;24280;24281;1;;;;;;;;;;;;;;;;;;;;;;;;;
D82b;zusatzpuffer_hkm1;D82;1;;Zusatzpuffer HKM1 Heizkreisunterschreitung;INT;3;;rw;24289;24290;1;°C;0;20;1;;;;;;;;;;;;;;;;;;;;;
D82c;zusatzpuffer_hkm1;D82;1;;Zusatzpuffer HKM1 Max. Anzahl der Leistungsbrände (<30 Min) bis zur Puffer Durchladung (0=deaktiviert);INT;3;;rw;24292;24293;1;;0;20;1;;;;;;;;;;;;;;;;;;;;;
D82d;zusatzpuffer_hkm1;D82;1;;Zusatzpuffer HKM1 Solar/Fremdwärmebetrieb aktivieren;WAHL;3;;rw;24295;24296;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
D83;fremdwaerme;C9;1,2;;Zusatzpuffer HKM2 Solar/Fremdwärmebetrieb;WAHL;3;;rw;24275;24276;1;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
D83a;zusatzpuffer_hkm2;D83;1;;Zusatzpuffer HKM2 Solar/Fremdwärmebetrieb;TPROG;3;16;rw;24284;24285;1;;;;;;;;;;;;;;;;;;;;;;;;;
D83b;zusatzpuffer_hkm2;D83;1;;Zusatzpuffer HKM2 Heizkreisunterschreitung;INT;3;;rw;24290;24291;1;°C;0;20;1;;;;;;;;;;;;;;;;;;;;;
D83c;zusatzpuffer_hkm2;D83;1;;Zusatzpuffer HKM2 Max. Anzahl der Leistungsbrände (<30 Min) bis zur Puffer Durchladung (0=deaktiviert);INT;3;;rw;24293;24294;1;;0;20;1;;;;;;;;;;;;;;;;;;;;;
D83d;zusatzpuffer_hkm2;D83;1;;Zusatzpuffer HKM2 Solar/Fremdwärmebetrieb aktivieren;WAHL;3;;rw;24296;24297;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
D90;kessel;D4;1;;eCleaner eCleaner;WAHL;3;;rw;24023;24024;1;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
F1;kaskade;;;;Kaskade;WAHL;3;;rw;21657;21658;1;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
F2;kaskade;F1;1;;Kaskade Kaskade - Adresse;WAHL;3;;rw;21658;21659;1;;;;;A;B;C;D;;;;;;;;;;;;;;;;;
F3;kaskade;F1;1;;Kaskade Kaskade - Priorität;WAHL;3;;rw;21659;21660;1;;;;;P 1;P 2;P 3;P 4;P 5;P 6;;;;;;;;;;;;;;;
F4;kaskade;F1;1;;Kaskade Kaskade - Puffer;WAHL;3;;rw;21660;21661;1;;;;;hydraulische Weiche;Puffer (Boiler intern);Puffer (Boiler extern);;;;;;;;;;;;;;;;;;
F4a;kaskade;F1;1;;Kaskade Puffer;WAHL;3;;rw;21661;21662;1;;;;;Nicht vorhanden;Puffer mit HKV;Puffer mit 1F;Puffer mit 2F;Puffer mit 3F;Puffer mit 5F;;;;;;;;;;;;;;;
F6;kaskade;F1;1;;Kaskade Anzahl Folgekessel (Fremdkessel ausgeschlossen);INT;3;;rw;21662;21663;1;;0;3;1;;;;;;;;;;;;;;;;;;;;;
F6b;kaskade;F1;1;;Kaskade gleichzeitige Modulation;INT;3;;rw;21808;21809;1;;1;4;1;;;;;;;;;;;;;;;;;;;;;
F6c;kaskade;F1;1;;"Kaskade Systemdrucküberwachung für
folgende Kessel";BITFIELD;3;;rw;21809;21810;1;;;;;;;;;;;;;;;;;;;;;;;;;
F7;kaskade;F1;1;;Kaskade Minimale Laufzeitüberhöhung;INT;3;;rw;21663;21664;1;h;0;999;1;;;;;;;;;;;;;;;;;;;;;
F8;kaskade;F1;1;;Kaskade Maximale Laufzeitüberhöhung;INT;3;;rw;21664;21665;1;h;0;999;1;;;;;;;;;;;;;;;;;;;;;
F9;kaskade;F1;1;;Kaskade Kaskade maximale Leistung;INT;3;;rw;21665;21666;1;%;0;100;1;;;;;;;;;;;;;;;;;;;;;
F10;kaskade;F1;1;;Kaskade maximale Laufzeit Volllast;INT;3;;rw;21666;21667;1;Min;0;600;1;;;;;;;;;;;;;;;;;;;;;
F11;kaskade;F1;1;;Kaskade maximale Laufzeit Mindestleistung (Parameter oder < 51%);INT;3;;rw;21667;21668;1;Min;0;600;1;;;;;;;;;;;;;;;;;;;;;
F12;kaskade;F1;1;;Kaskade Reset Laufzeit Volllast;INT;3;;rw;21668;21669;1;Min;1;100;1;;;;;;;;;;;;;;;;;;;;;
F13;kaskade;F1;1;;Kaskade maximale Abweichung Kessel/Weiche;INT;3;;rw;21669;21670;1;°C;0;100;1;;;;;;;;;;;;;;;;;;;;;
F14;kaskade;F1;1;;Kaskade minimale Anzahl Kessel;INT;3;;rw;21811;21812;1;;1;4;1;;;;;;;;;;;;;;;;;;;;;
F14a;kaskade;F1;1;;Kaskade bei Füllgrad kleiner (0=deaktiviert);INT;3;;rw;21812;21813;1;%;0;100;1;;;;;;;;;;;;;;;;;;;;;
F14b;kaskade;F1;1;;Kaskade maximale Anzahl Kessel;INT;3;;rw;23310;23311;1;;1;6;1;;;;;;;;;;;;;;;;;;;;;
F14c;kaskade;F1;1;;Kaskade bei Füllgrad größer (100=deaktiviert);INT;3;;rw;23311;23312;1;%;0;100;1;;;;;;;;;;;;;;;;;;;;;
F15;kaskade;F1;1;;Kaskade minimale Anzahl Kessel;INT;3;;rw;21813;21814;1;;1;4;1;;;;;;;;;;;;;;;;;;;;;
F15a;kaskade;F1;1;;Kaskade bei Füllgrad kleiner (0=deaktiviert);INT;3;;rw;21814;21815;1;%;0;100;1;;;;;;;;;;;;;;;;;;;;;
F15b;kaskade;F1;1;;Kaskade maximale Anzahl Kessel;INT;3;;rw;23312;23313;1;;1;6;1;;;;;;;;;;;;;;;;;;;;;
F15c;kaskade;F1;1;;Kaskade bei Füllgrad größer (100=deaktiviert);INT;3;;rw;23313;23314;1;%;0;100;1;;;;;;;;;;;;;;;;;;;;;
F16;kaskade;F1;1;;Kaskade minimale Anzahl Kessel;INT;3;;rw;21815;21816;1;;1;4;1;;;;;;;;;;;;;;;;;;;;;
F16a;kaskade;F1;1;;Kaskade bei Füllgrad kleiner (0=deaktiviert);INT;3;;rw;21816;21817;1;%;0;100;1;;;;;;;;;;;;;;;;;;;;;
F17;kaskade;F1;1;;"Kaskade Anzahl Kessel Ein externer
Anforderung";INT;3;;rw;21670;21671;1;;0;4;1;;;;;;;;;;;;;;;;;;;;;
F17a;kaskade;F1;1;;Kaskade Start nächster Kessel bei Info;WAHL;3;;rw;21817;21818;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
F17b;kaskade;F1;1;;Kaskade Zwangszuschaltung ab;INT;3;;rw;21818;21819;1;Min;0;999;1;;;;;;;;;;;;;;;;;;;;;
F17c;fremdwaerme;C9;1,2;;Kaskade Eingang Fremdwärme/KWK;WAHL;3;;rw;21878;21879;1;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
F17d;fremdwaerme;C9;1,2;;Kaskade Verzögerung Kesselstart wenn KWK/Fremdwärme nicht ok (0=inaktiv);INT;3;;rw;21879;21880;1;Min;0;120;1;;;;;;;;;;;;;;;;;;;;;
F17e;kaskade;F1;1;;Kaskade Freien Kessel starten bei Entaschung wenn Pufferfüllgrad;INT;3;;rw;21819;21820;1;%;0;100;1;;;;;;;;;;;;;;;;;;;;;
F18;kaskade;F1;1;;"Kaskade Kessel-Solltemperatur
bei Kommunikations Störung";INT;3;;rw;21671;21672;1;°C;0;100;1;;;;;;;;;;;;;;;;;;;;;
F18a;kaskade;F1;1;;Kaskade Fremdkessel;WAHL;3;;rw;21672;21673;1;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
F18a1;kaskade;F1;1;;Kaskade FW Kaskade-Priorität;WAHL;3;;rw;21820;21821;1;;;;;P 1;P 2;P 3;P 4;P 5;P 6;;;;;;;;;;;;;;;
F18a2;fremdwaerme;C9;1,2;;Kaskade Verzögerung Kesselstart wenn Fremdwärme nicht ok (0=inaktiv);INT;3;;rw;21821;21822;1;Min;0;120;1;;;;;;;;;;;;;;;;;;;;;
F18a3;kaskade;F1;1;;Kaskade Infomeldung wenn FW nicht Ok;WAHL;3;;rw;21822;21823;1;;;;;nicht anzeigen;Aktiviert;Deaktiviert;;;;;;;;;;;;;;;;;;
F18a4;fremdwaerme;C9;1,2;;Kaskade Eingang Fremdwärme;WAHL;3;;rw;21880;21881;1;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
F18b;kaskade;F1;1;;Kaskade Kaskade KWK;WAHL;3;;rw;21823;21824;1;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
F18c;kaskade;F1;1;;Kaskade KWK Kaskade-Priorität;WAHL;3;;rw;21824;21825;1;;;;;P 1;P 2;P 3;P 4;P 5;P 6;;;;;;;;;;;;;;;
F18d;kaskade;F1;1;;Kaskade KWK Abschalttemperatur;INT;3;;rw;21825;21826;1;°C;30;75;1;;;;;;;;;;;;;;;;;;;;;
F18e;kaskade;F1;1;;Kaskade Verzögerung Kesselstart wenn KWK nicht ok (0=inaktiv);INT;3;;rw;21826;21827;1;Min;0;120;1;;;;;;;;;;;;;;;;;;;;;
F18f;kaskade;F1;1;;Kaskade KWK anfordern bis Pufferfüllgrad größer;INT;3;;rw;21827;21828;1;%;0;100;1;;;;;;;;;;;;;;;;;;;;;
F18g;kaskade;F1;1;;Kaskade Infomeldung wenn KWK nicht Ok;WAHL;3;;rw;21828;21829;1;;;;;nicht anzeigen;Aktiviert;Deaktiviert;;;;;;;;;;;;;;;;;;
F18g1;kaskade;F1;1;;Kaskade Eingang KWK;WAHL;3;;rw;21881;21882;1;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
F18h;kaskade;F1;1;;Kaskade KWK sperren bei durchmischtem Puffer;WAHL;3;;rw;21829;21830;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
F19;kaskade;F1;1;;Kaskade Reset Kaskade;WAHL;3;;rw;21673;21674;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
F20;kaskade;F1;1;;Kaskade Kessel A deaktiviert;WAHL;3;;rw;21830;21831;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
F20a;kaskade;F1;1;;Kaskade Kessel B deaktiviert;WAHL;3;;rw;21831;21832;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
F20b;kaskade;F1;1;;Kaskade Kessel C deaktiviert;WAHL;3;;rw;21832;21833;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
F20c;kaskade;F1;1;;Kaskade Kessel D deaktiviert;WAHL;3;;rw;21833;21834;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
F20y;kaskade;F1;1;;Kaskade KWK deaktiviert;WAHL;3;;rw;21836;21837;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
F20z;kaskade;F1;1;;Kaskade Fremdkessel deaktiviert;WAHL;3;;rw;21837;21838;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
F21;kaskade;F1;1;;Kaskade Kessel A;WAHL;3;;rw;21838;21839;1;;;;;keine Wahl;Starten;Stoppen;;;;;;;;;;;;;;;;;;
F21a;kaskade;F1;1;;Kaskade Kessel B;WAHL;3;;rw;21839;21840;1;;;;;keine Wahl;Starten;Stoppen;;;;;;;;;;;;;;;;;;
F21b;kaskade;F1;1;;Kaskade Kessel C;WAHL;3;;rw;21840;21841;1;;;;;keine Wahl;Starten;Stoppen;;;;;;;;;;;;;;;;;;
F21c;kaskade;F1;1;;Kaskade Kessel D;WAHL;3;;rw;21841;21842;1;;;;;keine Wahl;Starten;Stoppen;;;;;;;;;;;;;;;;;;
F21y;kaskade;F1;1;;Kaskade KWK;WAHL;3;;rw;21844;21845;1;;;;;keine Wahl;Starten;Stoppen;;;;;;;;;;;;;;;;;;
F21z;kaskade;F1;1;;Kaskade Fremdkessel;WAHL;3;;rw;21845;21846;1;;;;;keine Wahl;Starten;Stoppen;;;;;;;;;;;;;;;;;;
F94;kaskade;F1;1;;Kaskade Kaskade Entaschung immer freigegeben;WAHL;3;;rw;23693;23694;1;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
G1;differenzregler;;;;Differenzregler Differenzregler Funktion;WAHL;3;;rw;21263;21264;1;;;;;Nicht vorhanden;1 Kreis;2 Kreise;Fremdwärmekessel;;;;;;;;;;;;;;;;;
G2;differenzregler;G1;1,2,3;;Differenzregler Differenzregler aktiv ab Wärmequelle;INT;3;;rw;21264;21265;1;°C;10;95;1;;;;;;;;;;;;;;;;;;;;;
G2a;differenzregler;G1;1,2,3;;Differenzregler Differenzregler Abschaltung ab Wärmequelle;INT;3;;rw;21265;21266;1;°C;10;140;1;;;;;;;;;;;;;;;;;;;;;
G2b;differenzregler;G1;1,2,3;;Differenzregler Differenzregler aktiv ab Wärmequelle;INT;3;;rw;21266;21267;1;°C;10;95;1;;;;;;;;;;;;;;;;;;;;;
G2c;differenzregler;G1;1,2,3;;Differenzregler Differenzregler Freigabezeit;TPROG;3;16;rw;21562;21563;1;;;;;;;;;;;;;;;;;;;;;;;;;
G4;;;;;;;3;;rw;21267;21268;;;;;;IO36 Klemme 209/210;Zentralpufferfühler oben;Zentralpufferfühler Mitte;Zentralpufferfühler unten;Zentralpufferfühler TPMO;Zentralpufferfühler TPMU;Boilerfühler A;Boilerfühler 1;Boilerfühler 2;Boilerfühler 3;Boilerfühler B;Platine S Klemme S2;Zusatzpufferfühler HKM0 oben;Zusatzpufferfühler HKM0 Mitte;Zusatzpufferfühler HKM0 unten;Zusatzpufferfühler HKM1 oben;Zusatzpufferfühler HKM1 Mitte;Zusatzpufferfühler HKM1 unten;Zusatzpufferfühler HKM2 oben;Zusatzpufferfühler HKM2 Mitte;Zusatzpufferfühler HKM2 unten
G4a;differenzregler;G1;1,2,3;;Differenzregler Überhöhung der Wärmequelle (Kreis 1);INT;3;;rw;21268;21269;1;°C;1;50;1;;;;;;;;;;;;;;;;;;;;;
G4b;differenzregler;G1;1,2,3;;Differenzregler Schaltdifferenz (Kreis 1);INT;3;;rw;21269;21270;1;°C;1;50;1;;;;;;;;;;;;;;;;;;;;;
G4c;differenzregler;G1;1,2,3;;Differenzregler Abschaltung Kreis 1;INT;3;;rw;21270;21271;1;°C;10;95;1;;;;;;;;;;;;;;;;;;;;;
G5;;;;;;;3;;rw;21271;21272;;;;;;IO36 Klemme 209/210;Zentralpufferfühler oben;Zentralpufferfühler Mitte;Zentralpufferfühler unten;Zentralpufferfühler TPMO;Zentralpufferfühler TPMU;Boilerfühler A;Boilerfühler 1;Boilerfühler 2;Boilerfühler 3;Boilerfühler B;Platine S Klemme S2;Zusatzpufferfühler HKM0 oben;Zusatzpufferfühler HKM0 Mitte;Zusatzpufferfühler HKM0 unten;Zusatzpufferfühler HKM1 oben;Zusatzpufferfühler HKM1 Mitte;Zusatzpufferfühler HKM1 unten;Zusatzpufferfühler HKM2 oben;Zusatzpufferfühler HKM2 Mitte;Zusatzpufferfühler HKM2 unten
G5a;differenzregler;G1;1,2,3;;Differenzregler Überhöhung der Wärmequelle (Kreis 2);INT;3;;rw;21272;21273;1;°C;1;50;1;;;;;;;;;;;;;;;;;;;;;
G5b;differenzregler;G1;1,2,3;;Differenzregler Schaltdifferenz (Kreis 2);INT;3;;rw;21273;21274;1;°C;1;50;1;;;;;;;;;;;;;;;;;;;;;
G5c;differenzregler;G1;1,2,3;;Differenzregler Abschaltung Kreis 2;INT;3;;rw;21274;21275;1;°C;10;95;1;;;;;;;;;;;;;;;;;;;;;
G5d;differenzregler;G1;1,2,3;;Differenzregler Parallelbetrieb Kreis 1 + 2;WAHL;3;;rw;21275;21276;1;;;;;Nein (ohne Ventil);Nein (Ventil vorhanden);Ja;;;;;;;;;;;;;;;;;;
G5e;differenzregler;G1;1,2,3;;Differenzregler Umschaltung auf Kreis 2 wenn Differenz bei Kreis 1 kleiner;INT;3;;rw;21276;21277;1;°C;1;20;1;;;;;;;;;;;;;;;;;;;;;
G5f;differenzregler;G1;1,2,3;;Differenzregler Umschaltung auf Kreis 2 wenn Kreis 1 über;INT;3;;rw;21277;21278;1;°C;20;90;1;;;;;;;;;;;;;;;;;;;;;
G5g;differenzregler;G1;1,2,3;;Differenzregler Zeitverzögerung für Umschaltung zwischen den Kreisen;INT;3;;rw;21278;21279;1;Min;0;60;1;;;;;;;;;;;;;;;;;;;;;
G6;differenzregler;G1;1,2,3;;Differenzregler Fremdwärmekessel;WAHL;3;;rw;21279;21280;1;;;;;mit Rücklaufmischer;nur Pumpe;;;;;;;;;;;;;;;;;;;
G6a;differenzregler;G1;1,2,3;;Differenzregler Mischerlaufzeit;INT;3;;rw;21280;21281;1;Sek;10;300;1;;;;;;;;;;;;;;;;;;;;;
G6b;differenzregler;G1;1,2,3;;Differenzregler Rücklauftemperatur Sollwert;INT;3;;rw;21281;21282;1;°C;10;90;1;;;;;;;;;;;;;;;;;;;;;
G6c;differenzregler;G1;1,2,3;;Differenzregler Info bei nicht erreichter Rücklauftemperatur;INT;3;;rw;21282;21283;1;°C;10;90;1;;;;;;;;;;;;;;;;;;;;;
G6d;differenzregler;G1;1,2,3;;Differenzregler Zeit für Info;INT;3;;rw;21283;21284;1;Min;1;120;1;;;;;;;;;;;;;;;;;;;;;
G6e;;;;;;;3;;rw;21284;21285;;;;;;IO36 Klemme 209/210;Zentralpufferfühler oben;Zentralpufferfühler Mitte;Zentralpufferfühler unten;Zentralpufferfühler TPMO;Zentralpufferfühler TPMU;Boilerfühler A;Boilerfühler 1;Boilerfühler 2;Boilerfühler 3;Boilerfühler B;Platine S Klemme S2;Zusatzpufferfühler HKM0 oben;Zusatzpufferfühler HKM0 Mitte;Zusatzpufferfühler HKM0 unten;Zusatzpufferfühler HKM1 oben;Zusatzpufferfühler HKM1 Mitte;Zusatzpufferfühler HKM1 unten;Zusatzpufferfühler HKM2 oben;Zusatzpufferfühler HKM2 Mitte;Zusatzpufferfühler HKM2 unten
G6f;differenzregler;G1;1,2,3;;Differenzregler Überhöhung der Wärmequelle (Fremdwärmekessel);INT;3;;rw;21285;21286;1;°C;1;50;1;;;;;;;;;;;;;;;;;;;;;
G6g;differenzregler;G1;1,2,3;;Differenzregler Schaltdifferenz (Fremdwärmekessel);INT;3;;rw;21286;21287;1;°C;1;50;1;;;;;;;;;;;;;;;;;;;;;
G7;differenzregler;G1;1,2,3;;Differenzregler Sicherheitsschaltung ab Wärmequelle (IO36 Klemme 207/208);INT;3;;rw;21287;21288;1;°C;80;105;1;;;;;;;;;;;;;;;;;;;;;
G8;mbus_wmz;;;;Differenzregler Wärmemengenzähler Differenzregler;WAHL;3;;rw;21288;21289;1;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
G8b;differenzregler;G1;1,2,3;;Differenzregler Durchfluss Pumpe 1 Maximum;FLOAT;3;;rw;21289;21290;1;l/min;0.00;999.00;0.10;;;;;;;;;;;;;;;;;;;;;
G8d;differenzregler;G1;1,2,3;;Differenzregler Durchfluss Pumpe 2 Maximum;FLOAT;3;;rw;21291;21292;1;l/min;0.00;999.00;0.10;;;;;;;;;;;;;;;;;;;;;
G8f;differenzregler;G1;1,2,3;;Differenzregler Durchfluss Pumpe 3 Maximum;FLOAT;3;;rw;21293;21294;1;l/min;0.00;999.00;0.10;;;;;;;;;;;;;;;;;;;;;
G8g;differenzregler;G1;1,2,3;;Differenzregler Wärmekapazität Trägermedium;FLOAT;3;;rw;21295;21296;1;Wh/kgK;0.10;3.00;0.00;;;;;;;;;;;;;;;;;;;;;
G9;differenzregler;G1;1,2,3;;Differenzregler Abtaufunktion;WAHL;3;;rw;24307;24308;1;;;;;Nicht vorhanden;Vorhanden;;;;;;;;;;;;;;;;;;;
G9a;differenzregler;G9;1;;Differenzregler Dauer Abtaufunktion;INT;3;;rw;24308;24309;1;Min;1;30;1;;;;;;;;;;;;;;;;;;;;;
G11;fremdwaerme;C9;1,2;;Fremdwärmeregler 2 Fremdwärmeregler 2;WAHL;3;;rw;21297;21298;1;;;;;Nicht vorhanden;1 Kreis;2 Kreise;Fremdwärmekessel;;;;;;;;;;;;;;;;;
G12;differenzregler;G1;1,2,3;;Fremdwärmeregler 2 Differenzregler aktiv ab Wärmequelle;INT;3;;rw;21298;21299;1;°C;10;95;1;;;;;;;;;;;;;;;;;;;;;
G12a;differenzregler;G1;1,2,3;;Fremdwärmeregler 2 Differenzregler Abschaltung ab Wärmequelle;INT;3;;rw;21299;21300;1;°C;10;140;1;;;;;;;;;;;;;;;;;;;;;
G12b;fremdwaerme;C9;1,2;;Fremdwärmeregler 2 Fremdwärmeregler 2 aktiv ab Wärmequelle;INT;3;;rw;21300;21301;1;°C;10;95;1;;;;;;;;;;;;;;;;;;;;;
G12c;fremdwaerme;C9;1,2;;Fremdwärmeregler 2 Fremdwärmeregler Freigabezeit;TPROG;3;16;rw;21566;21567;1;;;;;;;;;;;;;;;;;;;;;;;;;
G14;;;;;;;3;;rw;21301;21302;;;;;;IO36 Klemme 209/210;Zentralpufferfühler oben;Zentralpufferfühler Mitte;Zentralpufferfühler unten;Zentralpufferfühler TPMO;Zentralpufferfühler TPMU;Boilerfühler A;Boilerfühler 1;Boilerfühler 2;Boilerfühler 3;Boilerfühler B;Platine S Klemme S2;Zusatzpufferfühler HKM0 oben;Zusatzpufferfühler HKM0 Mitte;Zusatzpufferfühler HKM0 unten;Zusatzpufferfühler HKM1 oben;Zusatzpufferfühler HKM1 Mitte;Zusatzpufferfühler HKM1 unten;Zusatzpufferfühler HKM2 oben;Zusatzpufferfühler HKM2 Mitte;Zusatzpufferfühler HKM2 unten
G14a;fremdwaerme;C9;1,2;;Fremdwärmeregler 2 Überhöhung der Wärmequelle (Kreis 1);INT;3;;rw;21302;21303;1;°C;1;50;1;;;;;;;;;;;;;;;;;;;;;
